,n_word,n_firstSound,n_word_count,n_lemma,n_lemma_count,det,det_count,num,num_count,n_id,sen_id
8680.0,girl,Consonant,40,girl,64,a,4555.0,,,18,email-enronsent34_01-0042
8681.0,result,Consonant,25,result,51,a,4555.0,,,3,email-enronsent34_01-0043
8682.0,occasions,Vowel,7,occasion,10,,,,,12,email-enronsent34_01-0043
8683.0,years,Consonant,186,year,395,the,9347.0,,,15,email-enronsent34_01-0043
8684.0,enjoyment,Consonant,3,enjoyment,3,,,,,20,email-enronsent34_01-0043
8685.0,girl,Consonant,40,girl,64,the,9347.0,,,34,email-enronsent34_01-0043
8686.0,thesis,Consonant,1,thesis,1,,,,,39,email-enronsent34_01-0043
8687.0,trivia,Consonant,5,trivia,5,,,,,41,email-enronsent34_01-0043
8688.0,night,Consonant,96,night,103,,,,,8,email-enronsent34_01-0044
8689.0,steak,Consonant,10,steak,12,,,,,10,email-enronsent34_01-0044
8690.0,night,Consonant,96,night,103,,,,,11,email-enronsent34_01-0044
8691.0,time,Consonant,479,time,558,the,9347.0,,,23,email-enronsent34_01-0044
8692.0,morning,Consonant,51,morning,53,this,886.0,,,13,email-enronsent34_01-0045
8693.0,name,Consonant,111,name,130,,,,,20,email-enronsent34_01-0045
8694.0,email,Consonant,96,email,106,the,9347.0,,,24,email-enronsent34_01-0045
8695.0,spelling,Consonant,5,spelling,5,a,4555.0,,,33,email-enronsent34_01-0045
8696.0,night,Consonant,96,night,103,,,,,6,email-enronsent34_01-0046
8697.0,match,Consonant,3,match,3,a,4555.0,,,20,email-enronsent34_01-0046
8698.0,girl,Consonant,40,girl,64,a,4555.0,,,6,email-enronsent34_01-0047
8699.0,day,Consonant,207,day,332,,,,,3,email-enronsent34_01-0048
8700.0,move,Consonant,17,move,19,the,9347.0,30,18.0,10,email-enronsent34_01-0048
8701.0,hitch,Consonant,2,hitch,2,a,4555.0,,,17,email-enronsent34_01-0048
8702.0,luck,Consonant,24,luck,24,all,187.0,,,2,email-enronsent34_01-0049
8703.0,meetings,Consonant,10,meeting,81,the,9347.0,,,10,email-enronsent34_01-0049
8704.0,lack,Consonant,24,lack,24,the,9347.0,,,5,email-enronsent34_01-0051
8705.0,response,Consonant,42,response,52,,,,,7,email-enronsent34_01-0051
8706.0,yesterday,Consonant,29,yesterday,29,,,,,8,email-enronsent34_01-0051
8707.0,success,Consonant,10,success,10,,,,,17,email-enronsent34_01-0051
8708.0,road,Consonant,22,road,22,,,,,20,email-enronsent34_01-0051
8709.0,test,Consonant,48,test,55,the,9347.0,,,21,email-enronsent34_01-0051
8710.0,am,Consonant,131,am,131,,,10:05,1.0,3,email-enronsent34_01-0054
8711.0,play,Consonant,9,play,10,the,9347.0,,,4,email-enronsent34_01-0055
8712.0,friend,Consonant,62,friend,127,,,,,10,email-enronsent34_01-0056
8713.0,re-run,Consonant,1,re-run,1,,,,,13,email-enronsent34_01-0056
8714.0,night,Consonant,96,night,103,the,9347.0,,,17,email-enronsent34_01-0056
8715.0,girl,Consonant,40,girl,64,,,,,2,email-enronsent34_01-0057
8716.0,night,Consonant,96,night,103,,,,,6,email-enronsent34_01-0058
8717.0,girl,Consonant,40,girl,64,a,4555.0,,,17,email-enronsent34_01-0058
8718.0,lots,Consonant,44,lot,158,,,,,3,email-enronsent34_01-0059
8719.0,meetings,Consonant,10,meeting,81,,,,,6,email-enronsent34_01-0059
8720.0,today,Consonant,103,today,104,,,,,7,email-enronsent34_01-0059
8721.0,sentiment,Consonant,2,sentiment,3,the,9347.0,,,6,email-enronsent34_01-0061
8722.0,quote,Consonant,15,quote,20,the,9347.0,,,9,email-enronsent34_01-0061
8723.0,rate,Consonant,39,rate,60,this,886.0,,,3,email-enronsent34_01-0063
8724.0,notes,Consonant,5,note,31,,,,,10,email-enronsent34_01-0063
8725.0,shirt,Consonant,3,shirt,4,,,,,13,email-enronsent34_01-0063
8726.0,things,Consonant,100,thing,200,,,,,19,email-enronsent34_01-0063
8727.0,occasions,Vowel,7,occasion,10,,,,,9,email-enronsent34_01-0064
8728.0,test,Consonant,48,test,55,the,9347.0,,,20,email-enronsent34_01-0064
8729.0,colors,Consonant,10,color,23,,,,,23,email-enronsent34_01-0064
8730.0,mind,Consonant,47,mind,49,,,,,3,email-enronsent34_01-0065
8731.0,memory,Consonant,9,memory,11,the,9347.0,,,29,email-enronsent34_01-0065
8732.0,elephant,Consonant,2,elephant,3,an,590.0,,,32,email-enronsent34_01-0065
8733.0,discussion,Consonant,16,discussion,22,,,,,4,email-enronsent34_01-0066
8734.0,minimum,Consonant,9,minimum,10,a,4555.0,,,9,email-enronsent34_01-0066
8735.0,things,Consonant,100,thing,200,,,,,14,email-enronsent34_01-0066
8736.0,street,Consonant,26,street,30,the,9347.0,,,24,email-enronsent34_01-0068
8737.0,needs,Consonant,23,need,41,,,,,39,email-enronsent34_01-0068
8738.0,am,Consonant,131,am,131,,,10:56,2.0,3,email-enronsent34_01-0070
8739.0,driver,Consonant,12,driver,14,,,,,12,email-enronsent34_01-0072
8740.0,exam,Consonant,5,exam,5,the,9347.0,,,14,email-enronsent34_01-0072
8741.0,rode,Consonant,1,rode,1,the,9347.0,,,20,email-enronsent34_01-0072
8742.0,day,Consonant,207,day,332,,,two,195.0,5,email-enronsent34_01-0073
8743.0,process,Consonant,63,process,68,a,4555.0,,,6,email-enronsent34_01-0073
8744.0,license,Consonant,3,license,3,,,,,14,email-enronsent34_01-0073
8745.0,skills,Consonant,13,skill,18,,,,,9,email-enronsent34_01-0074
8746.0,test,Consonant,48,test,55,the,9347.0,,,10,email-enronsent34_01-0075
8747.0,afternoon,Consonant,28,afternoon,28,this,886.0,,,12,email-enronsent34_01-0075
8748.0,life,Consonant,95,life,115,,,32,3.0,3,email-enronsent34_01-0076
8749.0,today,Consonant,103,today,104,,,,,6,email-enronsent34_01-0076
8750.0,pleasure,Consonant,10,pleasure,10,no,308.0,,,4,email-enronsent34_01-0077
8751.0,fun,Consonant,32,fun,32,the,9347.0,,,12,email-enronsent34_01-0077
8752.0,lots,Consonant,44,lot,158,,,,,16,email-enronsent34_01-0077
8753.0,pm,Consonant,174,pm,174,,,03:58,2.0,3,email-enronsent40_01-0002
8754.0,out,Vowel,11,out,11,no,308.0,,,6,email-enronsent40_01-0003
8755.0,version,Consonant,27,version,30,the,9347.0,,,8,email-enronsent40_01-0003
8756.0,premium,Consonant,8,premium,9,the,9347.0,,,14,email-enronsent40_01-0003
8757.0,pm,Consonant,174,pm,174,,,02:18,1.0,3,email-enronsent40_01-0005
8758.0,disclosure,Consonant,1,disclosure,1,the,9347.0,,,9,email-enronsent40_01-0006
8759.0,access,Consonant,32,access,32,,,,,12,email-enronsent40_01-0006
8760.0,cost,Consonant,44,cost,56,,,,,17,email-enronsent40_01-0006
8761.0,issue,Vowel,57,issue,109,the,9347.0,,,18,email-enronsent40_01-0006
8762.0,users,Vowel,8,user,13,,,,,4,email-enronsent40_01-0007
8763.0,request,Consonant,35,request,48,,,,,7,email-enronsent40_01-0007
8764.0,connection,Consonant,27,connection,33,the,9347.0,,,13,email-enronsent40_01-0007
8765.0,t1,Consonant,1,t1,1,,,,,16,email-enronsent40_01-0007
8766.0,lines,Consonant,22,line,84,,,,,18,email-enronsent40_01-0007
8767.0,means,Consonant,13,means,13,,,,,21,email-enronsent40_01-0007
8768.0,access,Consonant,32,access,32,,,,,24,email-enronsent40_01-0007
8769.0,alternative,Consonant,8,alternative,13,an,590.0,,,30,email-enronsent40_01-0007
8770.0,internet,Vowel,29,internet,29,,,,,32,email-enronsent40_01-0007
8771.0,access,Consonant,32,access,32,,,,,33,email-enronsent40_01-0007
8772.0,access,Consonant,32,access,32,,,,,2,email-enronsent40_01-0008
8773.0,connections,Consonant,6,connection,33,,,,,3,email-enronsent40_01-0008
8774.0,users,Vowel,8,user,13,,,,,6,email-enronsent40_01-0008
8775.0,internet,Vowel,29,internet,29,,,,,17,email-enronsent40_01-0008
8776.0,access,Consonant,32,access,32,,,,,18,email-enronsent40_01-0008
8777.0,weekend,Consonant,38,weekend,48,a,4555.0,,,4,email-enronsent40_01-0010
8778.0,e-mail,Consonant,48,e-mail,51,this,886.0,,,2,email-enronsent40_01-0011
8779.0,law,Consonant,41,law,55,,,,,7,email-enronsent40_01-0011
8780.0,firm,Consonant,25,firm,29,a,4555.0,,,8,email-enronsent40_01-0011
8781.0,information,Vowel,89,information,89,,,,,11,email-enronsent40_01-0011
8782.0,recipient,Consonant,13,recipient,14,the,9347.0,,,7,email-enronsent40_01-0012
8783.0,e-mail,Consonant,48,e-mail,51,the,9347.0,,,12,email-enronsent40_01-0012
8784.0,news,Consonant,45,news,45,this,886.0,,,9,email-enronsent40_01-0013
8785.0,pm,Consonant,174,pm,174,,,02:21,1.0,3,email-enronsent40_01-0016
8786.0,condition,Consonant,12,condition,25,,,,,10,email-enronsent40_01-0017
8787.0,thanks,Consonant,270,thanks,272,,,,,1,email-enronsent40_01-0018
8788.0,update,Vowel,14,update,19,another,127.0,,,8,email-enronsent40_01-0020
8789.0,emergency,Consonant,19,emergency,20,,,,,14,email-enronsent40_01-0020
8790.0,room,Consonant,95,room,117,a,4555.0,,,18,email-enronsent40_01-0020
8791.0,room,Consonant,95,room,117,,,,,14,email-enronsent40_01-0021
8792.0,number,Consonant,191,number,219,a,4555.0,,,15,email-enronsent40_01-0021
8793.0,address,Consonant,36,address,47,the,9347.0,,,18,email-enronsent40_01-0021
8794.0,visitors,Consonant,9,visitor,11,,,,,9,email-enronsent40_01-0022
8795.0,thanks,Consonant,270,thanks,272,,,,,1,email-enronsent40_01-0024
8796.0,heads,Consonant,11,head,48,,,,,4,email-enronsent40_01-0024
8797.0,up,Vowel,23,up,27,the,9347.0,,,5,email-enronsent40_01-0024
8798.0,address,Consonant,36,address,47,the,9347.0,,,5,email-enronsent40_01-0025
8799.0,cards,Consonant,10,card,30,,,,,8,email-enronsent40_01-0025
8800.0,visitors,Consonant,9,visitor,11,,,,,8,email-enronsent40_01-0026
8801.0,folks,Consonant,20,folk,19,the,9347.0,,,4,email-enronsent40_01-0027
8802.0,thanks,Consonant,270,thanks,272,,,,,1,email-enronsent40_01-0028
8803.0,marketing,Consonant,5,marketing,5,,,,,5,email-enronsent40_01-0031
8804.0,p,Consonant,17,p,17,,,281-518-9526,1.0,6,email-enronsent40_01-0031
8805.0,f,Consonant,6,f,6,,,281-518-1081,1.0,9,email-enronsent40_01-0031
8806.0,morning,Consonant,51,morning,53,this,886.0,,,5,email-enronsent40_01-0032
8807.0,information,Vowel,89,information,89,this,886.0,,,12,email-enronsent40_01-0032
8808.0,group,Consonant,97,group,143,the,9347.0,,,15,email-enronsent40_01-0032
8809.0,member,Consonant,28,member,77,a,4555.0,,,4,email-enronsent40_01-0033
8810.0,bicycle,Consonant,1,bicycle,1,,,,,7,email-enronsent40_01-0033
8811.0,team,Consonant,51,team,56,a,4555.0,,,8,email-enronsent40_01-0033
8812.0,weekend,Consonant,38,weekend,48,this,886.0,,,13,email-enronsent40_01-0033
8813.0,members,Consonant,49,member,77,,,,,18,email-enronsent40_01-0033
8814.0,team,Consonant,51,team,56,,,,,21,email-enronsent40_01-0033
8815.0,truck,Consonant,12,truck,12,a,4555.0,,,26,email-enronsent40_01-0033
8816.0,death,Consonant,43,death,52,,,one,244.0,4,email-enronsent40_01-0034
8817.0,group,Consonant,97,group,143,the,9347.0,,,8,email-enronsent40_01-0034
8818.0,others,Vowel,50,other,51,the,9347.0,,,11,email-enronsent40_01-0034
8819.0,injuries,Vowel,4,injury,9,,,,,14,email-enronsent40_01-0034
8820.0,injuries,Vowel,4,injury,9,,,,,8,email-enronsent40_01-0035
8821.0,emergency,Consonant,19,emergency,20,,,,,6,email-enronsent40_01-0036
8822.0,room,Consonant,95,room,117,the,9347.0,,,7,email-enronsent40_01-0036
8823.0,phone,Consonant,99,phone,107,,,,,15,email-enronsent40_01-0037
8824.0,number,Consonant,191,number,219,,,713-793-2000,1.0,16,email-enronsent40_01-0037
8825.0,calls,Consonant,14,call,107,,,,,5,email-enronsent40_01-0038
8826.0,visits,Consonant,8,visit,25,,,,,7,email-enronsent40_01-0038
8827.0,flowers,Consonant,12,flower,15,,,,,9,email-enronsent40_01-0038
8828.0,time,Consonant,479,time,558,this,886.0,,,12,email-enronsent40_01-0038
8829.0,emergency,Consonant,19,emergency,20,,,,,19,email-enronsent40_01-0038
8830.0,room,Consonant,95,room,117,the,9347.0,,,20,email-enronsent40_01-0038
8831.0,update,Vowel,14,update,19,an,590.0,,,2,email-enronsent40_01-0039
8832.0,team,Consonant,51,team,56,,,,,5,email-enronsent40_01-0040
8833.0,members,Consonant,49,member,77,,,,,6,email-enronsent40_01-0040
8834.0,families,Consonant,21,family,127,,,,,9,email-enronsent40_01-0040
8835.0,prayers,Consonant,1,prayer,4,,,,,12,email-enronsent40_01-0040
8836.0,assistant,Consonant,9,assistant,9,,,,,4,email-enronsent40_01-0041
8837.0,idea,Vowel,43,idea,66,a,4555.0,,,7,email-enronsent40_01-0042
8838.0,application,Consonant,28,application,32,the,9347.0,,,11,email-enronsent40_01-0042
8839.0,file,Consonant,59,file,71,,,,,14,email-enronsent40_01-0042
8840.0,lawyer,Consonant,8,lawyer,16,the,9347.0,,,20,email-enronsent40_01-0042
8841.0,care,Consonant,63,care,64,,,,,24,email-enronsent40_01-0042
8842.0,patent,Consonant,3,patent,3,,,,,27,email-enronsent40_01-0042
8843.0,application,Consonant,28,application,32,the,9347.0,,,28,email-enronsent40_01-0042
8844.0,ideas,Vowel,23,idea,66,,,,,34,email-enronsent40_01-0042
8845.0,words,Consonant,21,word,63,the,9347.0,,,38,email-enronsent40_01-0042
8846.0,look,Consonant,28,look,28,,,,,44,email-enronsent40_01-0042
8847.0,feel,Consonant,5,feel,5,,,,,46,email-enronsent40_01-0042
8848.0,copyright,Consonant,2,copyright,2,,,,,53,email-enronsent40_01-0042
8849.0,notice,Consonant,17,notice,17,the,9347.0,,,54,email-enronsent40_01-0042
8850.0,size,Consonant,21,size,21,,,,,58,email-enronsent40_01-0042
8851.0,pm,Consonant,174,pm,174,,,06:15,1.0,3,email-enronsent40_01-0044
8852.0,patent,Consonant,3,patent,3,,,,,7,email-enronsent40_01-0046
8853.0,pending,Consonant,1,pending,1,,,,,8,email-enronsent40_01-0046
8854.0,message,Consonant,63,message,72,a,4555.0,,,9,email-enronsent40_01-0046
8855.0,pages,Consonant,13,page,42,,,,,13,email-enronsent40_01-0046
8856.0,homepage,Consonant,1,homepage,1,the,9347.0,,,17,email-enronsent40_01-0046
8857.0,comments,Consonant,52,comment,64,,,,,4,email-enronsent40_01-0047
8858.0,concerns,Consonant,15,concern,36,,,,,6,email-enronsent40_01-0047
8859.0,guidelines,Consonant,12,guideline,12,,,,,8,email-enronsent40_01-0047
8860.0,sense,Consonant,21,sense,21,,,,,4,email-enronsent40_01-0049
8861.0,meeting,Consonant,71,meeting,81,a,4555.0,,,11,email-enronsent40_01-0049
8862.0,stage,Consonant,9,stage,13,this,886.0,,,13,email-enronsent40_01-0050
8863.0,pm,Consonant,174,pm,174,,,04:28,2.0,3,email-enronsent40_01-0052
8864.0,week,Consonant,114,week,168,this,886.0,,,16,email-enronsent40_01-0053
8865.0,people,Consonant,316,people,327,,,,,7,email-enronsent40_01-0054
8866.0,eol,Consonant,8,eol,8,,,,,11,email-enronsent40_01-0054
8867.0,implementation,Vowel,6,implementation,6,,,,,12,email-enronsent40_01-0054
8868.0,team,Consonant,51,team,56,,,,,8,email-enronsent40_01-0055
8869.0,others,Vowel,50,other,51,,,,,10,email-enronsent40_01-0055
8870.0,meeting,Consonant,71,meeting,81,a,4555.0,,,7,email-enronsent40_01-0056
8871.0,group,Consonant,97,group,143,a,4555.0,,,12,email-enronsent40_01-0056
8872.0,availability,Consonant,5,availability,5,,,,,7,email-enronsent40_01-0057
8873.0,place,Consonant,276,place,337,,,one,244.0,23,email-enronsent40_01-0057
8874.0,pm,Consonant,174,pm,174,,,02:34,1.0,3,email-enronsent40_01-0061
8875.0,background,Consonant,12,background,13,,,,,2,email-enronsent40_01-0062
8876.0,concern,Consonant,21,concern,36,the,9347.0,,,9,email-enronsent40_01-0063
8877.0,taxes,Consonant,8,tax,39,,,,,11,email-enronsent40_01-0063
8878.0,mailings,Consonant,9,mailing,14,,,,,16,email-enronsent40_01-0064
8879.0,am,Consonant,131,am,131,,,08:50,1.0,3,email-enronsent40_01-0067
8880.0,eta,Consonant,1,eta,1,the,9347.0,,,10,email-enronsent40_01-0069
8881.0,pa,Consonant,1,pa,1,,,,,12,email-enronsent40_01-0069
8882.0,thanks,Consonant,270,thanks,272,,,,,1,email-enronsent40_01-0070
8883.0,help,Consonant,64,help,65,,,,,4,email-enronsent40_01-0070
8884.0,ext.,Consonant,2,ext.,2,,,39938,1.0,3,email-enronsent40_01-0071
8885.0,proposal,Consonant,11,proposal,12,a,4555.0,,,9,email-enronsent40_01-0072
8886.0,documentation,Consonant,10,documentation,10,,,,,12,email-enronsent40_01-0072
8887.0,committee,Consonant,18,committee,18,the,9347.0,,,13,email-enronsent40_01-0072
8888.0,alternative,Consonant,8,alternative,13,a,4555.0,,,17,email-enronsent40_01-0072
8889.0,termination,Consonant,5,termination,5,,,,,20,email-enronsent40_01-0072
8890.0,amounts,Consonant,8,amount,85,,,,,21,email-enronsent40_01-0072
8891.0,energy,Consonant,39,energy,39,,,,,39,email-enronsent40_01-0072
8892.0,markets,Consonant,8,market,57,the,9347.0,,,40,email-enronsent40_01-0072
8893.0,developments,Consonant,10,development,35,any,368.0,,,15,email-enronsent40_01-0073
8894.0,am,Consonant,131,am,131,,,08:58,2.0,3,email-enronsent40_01-0075
8895.0,energy,Consonant,39,energy,39,,,,,5,email-enronsent40_01-0076
8896.0,definitions,Consonant,2,definition,6,,,,,6,email-enronsent40_01-0076
8897.0,matters,Consonant,8,matter,22,,,,,9,email-enronsent40_01-0076
8898.0,energy,Consonant,39,energy,39,,,,,11,email-enronsent40_01-0076
8899.0,overview,Vowel,5,overview,5,an,590.0,,,14,email-enronsent40_01-0076
8900.0,power,Consonant,80,power,82,,,,,16,email-enronsent40_01-0076
8901.0,deregulation,Consonant,3,deregulation,3,,,,,17,email-enronsent40_01-0076
8902.0,developments,Consonant,10,development,35,,,,,18,email-enronsent40_01-0076
8903.0,items,Vowel,22,item,33,a,4555.0,,,7,email-enronsent40_01-0077
8904.0,developments,Consonant,10,development,35,,,,,10,email-enronsent40_01-0077
8905.0,power,Consonant,80,power,82,,,,,15,email-enronsent40_01-0077
8906.0,trading,Consonant,19,trading,19,,,,,16,email-enronsent40_01-0077
8907.0,form,Consonant,53,form,64,the,9347.0,,,17,email-enronsent40_01-0077
8908.0,slides,Consonant,2,slide,4,,,4,57.0,5,email-enronsent40_01-0078
8909.0,plan,Consonant,32,plan,55,,,,,2,email-enronsent40_01-0081
8910.0,days,Consonant,125,day,332,,,,,1,email-enronsent40_01-0082
8911.0,day,Consonant,207,day,332,the,9347.0,,,15,email-enronsent40_01-0082
8912.0,work,Consonant,141,work,153,,,,,22,email-enronsent40_01-0082
8913.0,day,Consonant,207,day,332,the,9347.0,,,24,email-enronsent40_01-0082
8914.0,work,Consonant,141,work,153,,,,,2,email-enronsent40_01-0083
8915.0,days,Consonant,125,day,332,,,9,12.0,3,email-enronsent40_01-0083
8916.0,pm,Consonant,174,pm,174,,,6:00,4.0,9,email-enronsent40_01-0084
8917.0,a.m.,Consonant,5,a.m.,5,,,,,8,email-enronsent40_01-0085
8918.0,flight,Consonant,23,flight,29,,,,,12,email-enronsent40_01-0085
8919.0,noon,Consonant,9,noon,9,,,,,5,email-enronsent40_01-0086
8920.0,car,Consonant,113,car,123,,,,,2,email-enronsent40_01-0087
8921.0,hotel,Consonant,46,hotel,58,,,,,7,email-enronsent40_01-0087
8922.0,hour,Vowel,33,hour,88,,,1,57.0,12,email-enronsent40_01-0087
8923.0,hotel,Consonant,46,hotel,58,,,,,8,email-enronsent40_01-0088
8924.0,towns,Consonant,9,town,63,,,,,17,email-enronsent40_01-0089
8925.0,afternoon,Consonant,28,afternoon,28,,,,,23,email-enronsent40_01-0089
8926.0,car,Consonant,113,car,123,,,,,10,email-enronsent40_01-0092
8927.0,versailles,Consonant,1,versaille,1,,,,,7,email-enronsent40_01-0094
8928.0,day,Consonant,207,day,332,,,,,12,email-enronsent40_01-0094
8929.0,side,Consonant,32,side,43,,,,,13,email-enronsent40_01-0094
8930.0,trip,Consonant,38,trip,42,,,,,14,email-enronsent40_01-0094
8931.0,gardens,Consonant,1,garden,3,,,,,11,email-enronsent40_01-0095
8932.0,day,Consonant,207,day,332,,,3,89.0,16,email-enronsent40_01-0095
8933.0,side,Consonant,32,side,43,,,,,17,email-enronsent40_01-0095
8934.0,trip,Consonant,38,trip,42,,,,,18,email-enronsent40_01-0095
8935.0,afternoon,Consonant,28,afternoon,28,,,,,9,email-enronsent40_01-0097
8936.0,train,Consonant,15,train,17,,,,,14,email-enronsent40_01-0097
8937.0,afternoon,Consonant,28,afternoon,28,,,,,20,email-enronsent40_01-0097
8938.0,meetings,Consonant,10,meeting,81,,,,,7,email-enronsent40_01-0098
8939.0,noon,Consonant,9,noon,9,,,,,12,email-enronsent40_01-0099
8940.0,pm,Consonant,174,pm,174,,,4:30,1.0,17,email-enronsent40_01-0099
8941.0,matters,Consonant,8,matter,22,,,,,3,email-enronsent40_01-0100
8942.0,message,Consonant,63,message,72,the,9347.0,,,4,email-enronsent40_01-0101
8943.0,message,Consonant,63,message,72,,,,,8,email-enronsent40_01-0102
8944.0,problem,Consonant,86,problem,134,a,4555.0,,,18,email-enronsent40_01-0102
8945.0,attachment,Consonant,10,attachment,17,the,9347.0,,,21,email-enronsent40_01-0102
8946.0,care,Consonant,63,care,64,,,,,4,email-enronsent40_01-0104
8947.0,thanks,Consonant,270,thanks,272,,,,,1,email-enronsent40_01-0105
8948.0,reminder,Consonant,7,reminder,7,the,9347.0,,,4,email-enronsent40_01-0105
8949.0,ladies,Consonant,7,lady,15,,,,,1,email-enronsent13_01-0001
8950.0,worksheet,Consonant,3,worksheet,3,a,4555.0,,,4,email-enronsent13_01-0002
8951.0,company,Consonant,112,company,139,an,590.0,,,5,email-enronsent13_01-0003
8952.0,majority,Consonant,14,majority,14,a,4555.0,,,9,email-enronsent13_01-0003
8953.0,operations,Vowel,20,operation,35,,,,,12,email-enronsent13_01-0003
8954.0,credit,Consonant,53,credit,53,,,,,4,email-enronsent13_01-0004
8955.0,thresholds,Consonant,1,threshold,3,the,9347.0,,,5,email-enronsent13_01-0004
8956.0,$,Consonant,4,$,4,,,,,9,email-enronsent13_01-0004
8957.0,macs,Consonant,1,mac,3,the,9347.0,,,13,email-enronsent13_01-0004
8958.0,pounds,Consonant,5,pound,7,,,,,18,email-enronsent13_01-0004
8959.0,draft,Consonant,48,draft,52,the,9347.0,,,4,email-enronsent13_01-0005
8960.0,cp,Consonant,3,cp,3,the,9347.0,,,14,email-enronsent13_01-0005
