,adj_word,adj_lemma,adj_id,mod_adj,n_word,n_lemma,n_id,sen_len,sen_id
5098,universal,universal,15,,Consciousness,consciousness,16,20,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0062
5099,Supreme,supreme,18,,Consciousness,consciousness,19,20,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0062
5100,normal,normal,17,,,,,18,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0063
5101,able,able,9,,,,,16,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0064
5102,main,main,2,,thing,thing,3,8,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0065
5103,ordinary,ordinary,15,,people,people,16,25,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0067
5104,practical,practical,20,,techniques,technique,24,25,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0067
5105,opposed,opposed,18,,,,,22,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0002
5106,gay,gay,20,,marriage,marriage,21,22,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0002
5107,Last,last,1,,year,year,2,45,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0004
5108,opposed,opposed,30,,message,message,20,45,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0004
5109,civil,civil,38,,marriage,marriage,39,45,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0004
5110,same,same,41,,gender,gender,43,45,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0004
5111,major,major,7,,efforts,effort,8,37,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0005
5112,Religious,religious,19,,Leaders,leader,20,37,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0005
5113,same,same,22,,gender,gender,24,47,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0006
5114,civil,civil,44,,marriage,marriage,45,47,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0006
5115,gay,gay,10,,marriage,marriage,11,49,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0007
5116,last,last,14,,year,year,15,49,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0007
5117,legislative,legislative,24,,session,session,25,49,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0007
5118,real,real,31,,need,need,32,49,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0007
5119,visible,visible,34,,support,support,35,49,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0007
5120,pro-same,pro-same,39,,gender,gender,41,49,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0007
5121,religious,religious,11,,leaders,leader,12,41,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0011
5122,religious,religious,22,,leaders,leader,23,41,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0011
5123,civil,civil,8,,marriage,marriage,9,21,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0012
5124,religious,religious,15,,beliefs,belief,16,21,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0012
5125,free,free,8,,,,,26,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0013
5126,available,available,7,,,,,23,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0014
5127,postal,postal,10,,addresses,address,11,30,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0015
5128,Religious,religious,10,,Leaders,leader,11,15,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0020
5129,fundamental,fundamental,3,human,right,right,5,30,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0021
5130,human,human,4,fundamental,right,right,5,30,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0021
5131,supportive,supportive,24,,love,love,25,30,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0021
5132,other,other,27,human,beings,being,29,30,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0021
5133,human,human,28,other,beings,being,29,30,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0021
5134,human,human,5,,,,,11,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0022
5135,human,human,9,,capacity,capacity,6,19,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0023
5136,loving,loving,13,,,,,19,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0023
5137,fundamental,fundamental,11,,,,,37,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0024
5138,inalienable,inalienable,9,,rights,rights,10,37,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0025
5139,human,human,13,,beings,being,14,37,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0025
5140,own,own,28,,labor,labor,29,37,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0025
5141,shameful,shameful,4,,history,history,5,28,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0027
5142,evident,evident,19,,,,,28,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0027
5143,basic,basic,25,human,right,right,27,28,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0027
5144,human,human,26,basic,right,right,27,28,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0027
5145,American,american,2,,laws,law,3,15,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0028
5146,interracial,interracial,5,,marriage,marriage,6,15,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0028
5147,discriminatory,discriminatory,14,,,,,15,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0028
5148,legal,legal,16,,inequities,inequity,19,23,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0029
5149,economic,economic,18,,,,,23,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0029
5150,social,social,21,,injustice,injustice,22,23,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0029
5151,religious,religious,2,,people,people,3,24,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0031
5152,lay,lay,7,,leaders,leader,8,24,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0031
5153,common,common,21,civic,life,life,23,24,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0031
5154,civic,civic,22,common,life,life,23,24,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0031
5155,sacred,sacred,6,,texts,text,7,20,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0032
5156,religious,religious,9,,traditions,tradition,10,20,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0032
5157,legal,legal,13,,equity,equity,14,20,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0032
5158,same,same,16,,gender,gender,18,20,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0032
5159,concerned,concerned,2,,citizens,citizen,3,18,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0033
5160,same,same,12,,gender,gender,13,18,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0033
5161,same,same,27,,adults,adult,22,49,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0034
5162,loving,loving,43,,,,,49,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0034
5163,human,human,48,,,,,49,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0034
5164,many,many,11,,,,,26,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0035
5165,religious,religious,14,,communities,community,15,26,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0035
5166,scriptural,scriptural,19,,issues,issue,24,26,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0035
5167,theological,theological,21,liturgical,,,,26,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0035
5168,liturgical,liturgical,23,theological,,,,26,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0035
5169,many,many,7,,traditions,tradition,9,16,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0036
5170,common,common,14,,conviction,conviction,15,16,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0036
5171,same,same,11,,gender,gender,13,35,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0037
5172,civil,civil,33,,marriage,marriage,34,35,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0037
5173,religious,religious,9,,groups,group,10,22,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0039
5174,same,same,18,,gender,gender,20,22,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0039
5175,civil,civil,7,,recognition,recognition,8,29,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0040
5176,religious,religious,11,,convictions,conviction,12,29,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0040
5177,same,same,25,,gender,gender,27,29,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0040
5178,religious,religious,10,,group,group,11,31,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0041
5179,fundamental,fundamental,18,,right,right,19,31,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0041
5180,civil,civil,29,,law,law,30,31,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0041
5181,public,public,9,,action,action,10,29,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0042
5182,mutual,mutual,17,,support,support,18,29,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0042
5183,Much,much,15,,Power,power,16,19,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0003
5184,Fellow,fellow,2,,,,,4,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0004
5185,many,many,2,,,,,48,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0005
5186,long,long,14,,time,time,16,48,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0005
5187,Federal,federal,17,,Judge,judge,18,48,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0005
5188,next,next,25,,member,member,26,48,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0005
5189,official,official,12,,source,source,13,18,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0007
5190,qualified,qualified,7,,,,,21,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0008
5191,normal,normal,12,,standards,standard,13,21,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0008
5192,high,high,5,,intellect,intellect,6,7,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0009
5193,long,long,4,,record,record,7,24,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0011
5194,distinguished,distinguished,6,,,,,24,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0011
5195,many,many,10,,years,year,11,24,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0011
5196,Federal,federal,14,,Judge,judge,16,24,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0011
5197,next,next,19,,level,level,20,24,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0011
5198,encyclopedic,encyclopedic,3,,knowledge,knowledge,4,20,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0012
5199,different,different,8,,cases,case,11,20,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0012
5200,excellent,excellent,4,Judicial,Temperament,temperament,7,30,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0013
5201,Judicial,judicial,6,excellent,Temperament,temperament,7,30,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0013
5202,courteous,courteous,11,,,,,30,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0013
5203,mild,mild,13,,,,,30,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0013
5204,mannered,mannered,15,meticulous,,,,30,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0013
5205,respectful,respectful,17,meticulous,,,,30,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0013
5206,careful,careful,22,meticulous,,,,30,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0013
5207,meticulous,meticulous,27,careful,,,,30,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0013
5208,fellow,fellow,2,,judges,judge,3,6,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0015
5209,true,true,5,,,,,23,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0018
5210,other,other,2,,people,people,3,28,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0019
5211,ready,ready,7,,,,,47,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0020
5212,more,more,37,,,,,47,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0020
5213,eager,eager,5,,,,,38,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0021
5214,interested,interested,36,,cases,case,33,38,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0021
5215,prompt,prompt,17,,vote,vote,18,21,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0022
5216,old,old,4,,saying,saying,5,21,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0023
5217,bad,bad,6,,decision,decision,7,19,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0024
5218,many,many,15,,years,year,16,19,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0024
5219,about,about,5,,,,,102,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0025
5220,tragic,tragic,21,,flaw,flaw,22,102,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0025
5221,serious,serious,26,blind,spot,spot,28,102,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0025
5222,blind,blind,27,serious,spot,spot,28,102,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0025
5223,unacceptable,unacceptable,37,,,,,102,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0025
5224,ready,ready,68,,,,,102,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0025
5225,Presidential,presidential,91,,Power,power,92,102,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0025
5226,tragic,tragic,5,,flaw,flaw,6,9,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0026
5227,Much,much,16,,Power,power,17,22,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0027
5228,Constitutional,constitutional,3,,system,system,4,23,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0028
5229,Legislative,legislative,16,,branches,branch,22,23,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0028
5230,Executive,executive,18,Judicial,,,,23,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0028
5231,Judicial,judicial,21,Executive,,,,23,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0028
5232,basic,basic,3,,idea,idea,4,30,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0029
5233,crazy,crazy,21,,,,,30,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0029
5234,other,other,24,,,,,30,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0029
5235,Constitutional,constitutional,10,,theory,theory,11,99,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0030
5236,complete,complete,28,,control,control,29,99,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0030
5237,Executive,executive,32,,Branch,branch,33,99,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0030
5238,Executive,executive,38,,Branch,branch,39,99,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0030
5239,Independent,independent,58,,Agencies,agency,59,99,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0030
5240,free,free,65,,,,,99,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0030
5241,Presidential,presidential,67,,control,control,68,99,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0030
5242,specific,specific,86,,authority,authority,87,99,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0030
5243,Executive,executive,8,,Branch,branch,9,16,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0031
5244,separate,separate,14,,entity,entity,15,16,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0031
5245,Executive,executive,33,,Branch,branch,34,58,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0032
5246,actual,actual,19,,authority,authority,20,27,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0033
5247,mere,mere,9,,advisors,advisor,10,21,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0034
5248,real,real,17,,authority,authority,18,21,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0034
5249,unrestrained,unrestrained,8,,Dictator,dictator,6,30,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0035
5250,Armed,armed,19,,Forces,force,20,30,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0035
5251,personal,personal,28,,control,control,29,30,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0035
5252,Free,free,13,,Land,land,10,39,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0036
5253,Brave,brave,19,,Home,home,16,39,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0036
5254,Military,military,24,better,Dictatorship,dictatorship,25,39,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0036
5255,better,better,28,Military,Dictatorship,dictatorship,25,39,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0036
5256,Fascist,fascist,33,,,,,39,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0036
5257,further,further,4,,proof,proof,5,11,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0038
5258,modern,modern,15,,times,time,16,16,newsgroup-groups.google.com_FOOLED_7554c5ce34a5a49e_ENG_20051012_144800-0001
