,n_word,n_lemma,n_id,det,det_lemma,num,num_lemma,adj,num_adj,ncomp,ncomp_lemma,num_ncomp,nmod,nmod_lemma,num_nmod,sen_len,sen_id
16910,LIST,list,23,,,,,,,MAILING,mailing,1,,,,25,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0037
16911,bills,bill,7,,,6,6,,,,,,,,,35,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0038
16912,pieces,piece,17,the,the,six,six,,,,,,paper,paper,1,35,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0038
16913,paper,paper,19,,,,,,,,,,,,,35,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0038
16914,bill,bill,22,the,the,,,,,,,,,,,35,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0038
16915,envelope,envelope,29,the,the,,,,,,,,,,,35,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0038
16916,thievery,thievery,33,,,,,,,,,,,,,35,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0038
16917,paper,paper,5,,,one,one,,,,,,,,,15,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0039
16918,envelopes,envelope,11,the,the,six,six,,,,,,,,,15,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0039
16919,envelopes,envelope,7,each,each,six,six,,,,,,,,,30,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0040
16920,piece,piece,12,a,a,,,,,,,,paper,paper,1,30,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0040
16921,paper,paper,14,,,,,,,,,,,,,30,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0040
16922,phrase,phrase,18,the,the,,,,,,,,,,,30,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0040
16923,name,name,21,,,,,,,,,,,,,30,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0040
16924,address,address,23,,,,,,,,,,,,,30,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0040
16925,bill,bill,29,a,a,,,,,,,,,,,30,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0040
16926,service,service,8,a,a,,,,,,,,,,,9,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0041
16927,service,service,6,a,a,,,legitimate,1,,,,,,,13,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0043
16928,aspects,aspect,16,the,the,,,legal,1,,,,,,,20,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0044
16929,envelopes,envelope,4,the,the,six,six,,,,,,,,,9,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0046
16930,addresses,address,8,the,the,,,,,,,,,,,9,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0046
16931,P.O.,p.o.,5,,,,,,,,,,,,,13,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0048
16932,Box,box,6,,,92842,92842,,,P.O.,p.o.,1,,,,13,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0048
16933,STEP,step,1,,,TWO,two,,,,,,,,,45,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0052
16934,name,name,9,the,the,,,,,,,,,,,45,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0052
16935,list,list,12,the,the,,,,,,,,,,,45,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0052
16936,names,name,21,the,the,,,other,1,,,,,,,45,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0052
16937,NAME,name,38,,,,,,,,,,,,,45,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0052
16938,number,number,40,,,6,6,,,,,,list,list,1,45,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0052
16939,list,list,44,the,the,,,,,,,,,,,45,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0052
16940,STEP,step,1,,,THREE,three,,,,,,,,,3,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0053
16941,article,article,11,this,this,,,,,,,,,,,18,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0054
16942,article,article,5,,,,,,,,,,,,,13,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0055
16943,news,news,10,,,,,,,,,,,,,13,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0055
16944,groups,group,11,,,200,200,,,news,news,1,,,,13,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0055
16945,groups,group,9,,,,,close,1,,,,,,,10,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0056
16946,money,money,17,the,the,,,more,1,,,,,,,20,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0057
16947,doubts,doubt,5,any,any,,,,,,,,,,,20,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0059
16948,Title,title,9,,,18,18,,,,,,laws,law,1,20,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0059
16949,Sec.,sec.,11,,,1341,1341,,,,,,,,,20,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0059
16950,Lottery,lottery,18,,,,,Postal,1,,,,,,,20,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0059
16951,laws,law,19,the,the,,,,,Lottery,lottery,1,,,,20,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0059
16952,copy,copy,3,a,a,,,,,,,,steps,step,1,23,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0060
16953,steps,step,6,these,these,,,,,,,,,,,23,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0060
16954,money,money,13,,,,,,,,,,,,,23,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0060
16955,program,program,5,this,this,,,,,,,,,,,24,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0061
16956,honesty,honesty,11,the,the,,,,,,,,participants,participant,1,24,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0061
16957,integrity,integrity,13,,,,,,,,,,,,,24,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0061
16958,participants,participant,16,the,the,,,,,,,,,,,24,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0061
16959,directions,direction,23,,,,,,,,,,,,,24,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0061
16960,way,way,5,this,this,,,,,,,,,,,6,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0062
16961,integrity,integrity,5,,,,,,,,,,,,,24,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0063
16962,program,program,8,the,the,,,,,,,,,,,24,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0063
16963,money,money,13,the,the,,,,,,,,,,,24,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0063
16964,others,other,17,,,,,many,1,,,,,,,24,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0063
16965,way,way,23,,,,,,,,,,,,,24,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0063
16966,NOTE,note,1,,,,,,,,,,,,,30,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0064
16967,name,name,9,every,every,,,,,,,,,,,30,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0064
16968,address,address,11,,,,,,,,,,,,,30,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0064
16969,computer,computer,19,a,a,,,,,,,,,,,30,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0064
16970,copy,copy,22,,,,,hard,1,,,,,,,30,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0064
16971,notes,note,26,the,the,,,,,,,,,,,30,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0064
16972,people,people,27,,,,,,,,,,,,,30,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0064
16973,service,service,9,a,a,,,,,,,,,,,10,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0065
16974,idea,idea,9,a,a,,,good,1,,,,,,,27,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0066
16975,bill,bill,15,the,the,,,,,,,,,,,27,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0066
16976,paper,paper,18,,,,,dark,1,,,,,,,27,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0066
16977,risk,risk,22,the,the,,,,,,,,theft,theft,1,27,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0066
16978,mail,mail,24,,,,,,,,,,,,,27,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0066
16979,theft,theft,25,,,,,,,mail,mail,1,,,,27,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0066
16980,post,post,5,each,each,,,,,,,,,,,30,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0067
16981,directions,direction,10,the,the,,,,,,,,,,,30,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0067
16982,members,member,15,all,all,,,,,,,,,,,30,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0067
16983,participation,participation,21,,,,,,,,,,Developer,developer,1,30,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0067
16984,List,list,24,,,,,,,,,,,,,30,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0067
16985,Developer,developer,25,a,a,,,,,List,list,1,,,,30,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0067
16986,dollar,dollar,28,each,each,one,one,,,,,,,,,30,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0067
16987,name,name,2,,,,,,,,,,,,,28,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0068
16988,list,list,7,the,the,,,,,,,,,,,28,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0068
16989,name,name,13,,,,,,,,,,,,,28,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0068
16990,position,position,18,the,the,,,,,,,,,,,28,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0068
16991,thousands,thousand,23,,,,,,,,,,"dollars, CASH","dollar, cash",2,28,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0068
16992,dollars,dollar,25,,,,,,,,,,,,,28,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0068
16993,CASH,cash,27,,,,,,,,,,,,,28,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0068
16994,opportunity,opportunity,3,an,an,,,,,,,,,,,20,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0069
16995,people,people,17,the,the,six,six,first,1,,,,,,,20,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0069
16996,name,name,8,,,,,own,1,,,,,,,17,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0070
16997,list,list,11,the,the,,,,,,,,,,,17,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0070
16998,business,business,16,,,,,,,,,,,,,17,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0070
16999,DIRECTIONS,direction,2,,,,,,,,,,,,,11,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0071
17000,NEWS,news,8,,,,,,,,,,,,,11,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0071
17001,GROUPS,group,9,,,,,,,NEWS,news,1,,,,11,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0071
17002,STEP,step,1,,,ONE,one,,,,,,,,,18,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0072
17003,letter,letter,12,this,this,,,entire,1,,,,,,,18,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0072
17004,posting,posting,17,,,,,own,1,,,,,,,18,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0072
17005,cursor,cursor,4,,,,,,,,,,,,,31,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0073
17006,beginning,beginning,7,the,the,,,,,,,,letter,letter,1,31,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0073
17007,letter,letter,10,this,this,,,,,,,,,,,31,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0073
17008,cursor,cursor,14,,,,,,,,,,,,,31,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0073
17009,bottom,bottom,17,the,the,,,,,,,,document,document,1,31,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0073
17010,document,document,20,this,this,,,,,,,,,,,31,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0073
17011,copy,copy,25,,,,,,,,,,,,,31,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0073
17012,edit,edit,29,,,,,,,,,,,,,31,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0073
17013,menu,menu,30,the,the,,,,,edit,edit,1,,,,31,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0073
17014,letter,letter,6,the,the,,,entire,1,,,,,,,12,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0074
17015,computer,computer,9,the,the,,,,,,,,,,,12,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0074
17016,memory,memory,11,,,,,,,,,,,,,12,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0074
17017,STEP,step,1,,,TWO,two,,,,,,,,,3,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0075
17018,notepad,notepad,5,,,,,,,,,,,,,19,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0076
17019,file,file,7,a,a,,,blank,1,notepad,notepad,1,,,,19,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0076
17020,cursor,cursor,11,,,,,,,,,,,,,19,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0076
17021,top,top,14,the,the,,,,,,,,page,page,1,19,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0076
17022,page,page,18,the,the,,,blank,1,,,,,,,19,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0076
17023,edit,edit,4,,,,,,,,,,,,,11,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0077
17024,menu,menu,6,the,the,,,,,edit,edit,1,,,,11,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0077
17025,paste,paste,9,,,,,,,,,,,,,11,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0077
17026,copy,copy,5,a,a,,,,,,,,letter,letter,1,22,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0078
17027,letter,letter,8,the,the,,,,,,,,,,,22,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0078
17028,notepad,notepad,11,the,the,,,,,,,,,,,22,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0078
17029,name,name,18,,,,,,,,,,,,,22,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0078
17030,list,list,21,the,the,,,,,,,,,,,22,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0078
17031,STEP,step,1,,,THREE,three,,,,,,,,,3,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0079
17032,notepad,notepad,4,,,,,,,,,,,,,10,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0080
17033,file,file,5,,,,,new,1,notepad,notepad,1,,,,10,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0080
17034,text,text,8,,,,,,,,,,,,,10,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0080
17035,file,file,9,a,a,,,,,text,text,1,,,,10,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0080
17036,posting,posting,7,,,,,,,,,,,,,22,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0081
17037,settings,setting,10,,,,,different,1,,,,,,,22,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0081
17038,file,file,17,this,this,,,,,,,,,,,22,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0081
17039,STEP,step,1,,,FOUR,four,,,,,,,,,3,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0082
17040,message,message,2,,,,,,,,,,,,,26,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0083
17041,boards,board,3,,,,,,,message,message,1,,,,26,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0083
17042,article,article,7,this,this,,,,,,,,,,,26,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0083
17043,message,message,11,a,a,,,new,1,,,,,,,26,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0083
17044,text,text,15,the,the,,,,,,,,letter,letter,1,26,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0083
17045,letter,letter,18,this,this,,,,,,,,,,,26,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0083
17046,paste,paste,21,,,,,,,,,,,,,26,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0083
17047,edit,edit,24,,,,,,,,,,,,,26,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0083
17048,menu,menu,25,the,the,,,,,edit,edit,1,,,,26,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0083
17049,subject,subject,4,the,the,,,,,,,,,,,32,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0084
17050,header,header,10,the,the,,,,,,,,,,,32,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0084
17051,list,list,19,the,the,,,,,,,,"postings, group","posting, group",2,32,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0084
17052,postings,posting,21,,,,,,,,,,,,,32,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0084
17053,group,group,25,a,a,,,particular,1,,,,,,,32,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0084
17054,message,message,30,,,,,,,,,,,,,32,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0084
17055,button,button,31,the,the,,,,,,,,,,,32,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0084
17056,Congratulations,congratulation,1,,,,,,,,,,,,,2,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0086
17057,Wishes,wish,2,,,,,Best,1,,,,,,,2,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0089
17058,grandma,grandma,10,,,,,,,,,,,,,36,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900-0005
17059,houses,house,15,the,the,,,,,,,,thirds,third,1,36,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900-0005
17060,thirds,third,19,,,two,two,,,,,,,,,36,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900-0005
17061,reputation,reputation,35,a,a,,,bad,1,,,,,,,36,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900-0005
17062,reputation,reputation,6,that,that,,,part,1,,,,,,,39,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900-0006
17063,wolf,wolf,10,the,the,,,gray,1,,,,,,,39,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900-0006
17064,states,state,18,the,the,48,48,lower,1,,,,,,,39,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900-0006
17065,1920s,1920,21,the,the,,,,,,,,,,,39,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900-0006
17066,remnant,remnant,27,,,,,,,,,,,,,39,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900-0006
17067,population,population,28,a,a,,,small,1,remnant,remnant,1,,,,39,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900-0006
17068,wolf,wolf,3,The,The,,,last,1,,,,,,,12,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900-0007
17069,sheep,sheep,2,,,,,,,,,,,,,32,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900-0008
