,adj_word,adj_lemma,adj_id,adj_type,adj_comb,num_adj,n_word,n_lemma,n_id,sen_len,sen_id
6324,Japanese,japanese,34,amod,Japanese,1,government,government,35,44,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0083
6325,enormous,enormous,6,amod,enormous,1,leverage,leverage,7,12,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0086
6326,intense,intense,16,amod,intense,1,pressure,pressure,17,24,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0087
6327,such,such,12,amod,such,1,action,action,13,32,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0088
6328,large,large,9,nmod,large,1,world,world,7,18,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0089
6329,more,more,12,amod,more,1,reserves,reserve,14,18,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0089
6330,hegemonic,hegemonic,8,amod,hegemonic,1,superpower,superpower,9,17,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0090
6331,hardest,hardest,3,amod,hardest,1,blow,blow,4,21,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0091
6332,American,american,10,amod,American,1,shoppers,shopper,11,38,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0092
6333,dramatic,dramatic,6,amod,dramatic,1,reduction,reduction,7,12,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0093
6334,American,american,9,amod,"American, real",2,incomes,income,11,12,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0093
6335,real,real,10,amod,"American, real",2,incomes,income,11,12,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0093
6336,American,american,16,amod,American,1,consumers,consumer,17,28,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0094
6337,hardest,hardest,21,amod,hardest,1,times,time,22,28,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0094
6338,short,short,2,obl,short,1,,,,12,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0095
6339,American,american,7,amod,American,1,economy,economy,8,12,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0095
6340,strong,strong,3,amod,strong,1,hand,hand,4,38,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0097
6341,diplomatic,diplomatic,11,amod,diplomatic,1,realm,realm,12,38,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0097
6342,permanent,permanent,17,amod,permanent,1,member,member,18,38,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0097
6343,American,american,3,amod,American,1,Preparedness,preparedness,4,4,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0098
6344,American,american,1,amod,American,1,citizens,citizen,2,23,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0099
6345,rapid,rapid,2,amod,rapid,1,victory,victory,3,12,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0100
6346,first,first,6,amod,first,1,,,,12,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0100
6347,last,last,2,amod,last,1,years,year,4,16,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0101
6348,great,great,7,amod,great,1,damage,damage,8,22,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0102
6349,American,american,14,amod,American,1,military,military,15,22,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0102
6350,vital,vital,3,amod,vital,1,training,training,4,13,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0104
6351,American,american,6,amod,American,1,military,military,7,14,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0105
6352,vaunted,vaunted,2,amod,vaunted,1,economists,economist,3,34,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0106
6353,other,other,12,nsubj,"other, renowned",2,expert,expert,17,34,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0106
6354,renowned,renowned,15,amod,"other, renowned",2,expert,expert,17,34,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0106
6355,final,final,18,amod,final,1,cost,cost,19,48,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0107
6356,many,many,29,amod,many,1,countries,country,30,32,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0108
6357,economic,economic,5,amod,economic,1,threat,threat,6,29,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0109
6358,economic,economic,13,amod,"economic, implicit",2,threat,threat,14,29,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0109
6359,implicit,implicit,15,amod,"economic, implicit",2,threat,threat,14,29,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0109
6360,substantial,substantial,18,amod,substantial,1,disruption,disruption,19,29,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0109
6361,significant,significant,8,amod,significant,1,armaments,armament,9,40,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0110
6362,chemical,chemical,15,amod,chemical,1,weapons,weapon,16,40,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0110
6363,undersized,undersized,25,amod,undersized,1,force,force,27,40,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0110
6364,dangerous,dangerous,18,amod,dangerous,1,affair,affair,19,20,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0111
6365,worst,worst,3,amod,worst,1,case,case,5,43,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0112
6366,American,american,12,amod,American,1,order,order,13,43,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0112
6367,nuclear,nuclear,20,amod,nuclear,1,weapons,weapon,21,43,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0112
6368,entire,entire,36,amod,entire,1,planet,planet,37,43,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0112
6369,military,military,39,amod,military,1,bedlam,bedlam,42,43,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0112
6370,diplomatic,diplomatic,41,conj,diplomatic,1,,,,43,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0112
6371,Possible,possible,7,appos,Possible,1,Conclusion,conclusion,1,8,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0113
6372,possible,possible,9,advcl,possible,1,,,,27,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0114
6373,fraught,fraught,20,amod,fraught,1,path,path,18,27,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0114
6374,potential,potential,24,amod,"potential, economic",2,catastrophe,catastrophe,26,27,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0114
6375,economic,economic,25,amod,"potential, economic",2,catastrophe,catastrophe,26,27,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0114
6376,difficult,difficult,3,root,difficult,1,,,,32,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0115
6377,military,military,19,amod,military,1,conflict,conflict,22,32,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0115
6378,economic,economic,21,conj,economic,1,,,,32,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0115
6379,many,many,5,amod,many,1,nations,nation,6,27,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0116
6380,nuclear,nuclear,13,amod,nuclear,1,weapons,weapon,14,27,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0116
6381,cocked,cocked,25,amod,cocked,1,hat,hat,26,27,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0116
6382,Russian,russian,3,amod,Russian,1,,,,34,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0117
6383,nuclear,nuclear,15,amod,nuclear,1,capability,capability,16,34,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0117
6384,peaceful,peaceful,21,amod,peaceful,1,creation,creation,23,34,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0117
6385,nuclear,nuclear,8,amod,nuclear,1,facilities,facility,9,16,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0118
6386,implicit,implicit,3,amod,implicit,1,dangers,danger,2,32,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0120
6387,dangerous,dangerous,9,amod,dangerous,1,course,course,10,11,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0122
6388,dangerous,dangerous,11,amod,dangerous,1,courses,course,12,25,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0124
6389,political,political,19,amod,political,1,power,power,20,25,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0124
6390,multiple,multiple,3,amod,multiple,1,threats,threat,5,19,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0125
6391,damaging,damaging,12,amod,"damaging, political",2,news,news,14,19,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0125
6392,political,political,13,amod,"damaging, political",2,news,news,14,19,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0125
6393,senior,senior,7,amod,senior,1,advisor,advisor,8,27,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0127
6394,marvelous,marvelous,6,amod,"marvelous, political",2,cover,cover,8,24,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0128
6395,political,political,7,amod,"marvelous, political",2,cover,cover,8,24,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0128
6396,Presidential,presidential,22,amod,Presidential,1,election,election,23,24,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0128
6397,political,political,4,amod,political,1,cover,cover,5,24,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0129
6398,familiar,familiar,8,amod,familiar,1,name,name,9,13,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0130
6399,less,less,22,obl:npmod,less,1,,,,27,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0131
6400,modern,modern,12,amod,"modern, American",2,politics,politics,14,15,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0133
6401,American,american,13,amod,"modern, American",2,politics,politics,14,15,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0133
6402,insane,insane,9,acl,insane,1,arguments,argument,2,29,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0134
6403,global,global,16,amod,global,1,conflagration,conflagration,17,29,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0134
6404,political,political,22,amod,political,1,cover,cover,23,29,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0134
6405,unavoidable,unavoidable,27,amod,unavoidable,1,truth,truth,28,29,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0134
6406,Average,average,3,amod,Average,1,Number,number,4,21,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0002
6407,Endangered,endangered,10,amod,Endangered,1,Species,species,13,21,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0002
6408,Threatened,threatened,12,conj,Threatened,1,,,,21,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0002
6409,endangered,endangered,5,amod,endangered,1,species,species,6,16,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0003
6410,extinct,extinct,9,acl:relcl,extinct,1,species,species,5,19,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0004
6411,global,global,14,amod,global,1,warming,warming,16,19,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0004
6412,global,global,8,amod,global,1,warming,warming,9,28,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0005
6413,clean,clean,11,amod,clean,1,air,air,12,28,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0005
6414,clean,clean,14,amod,clean,1,water,water,15,28,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0005
6415,last,last,5,amod,last,1,president,president,6,21,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0006
6416,entire,entire,11,amod,entire,1,address,address,16,21,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0006
6417,global,global,8,amod,global,1,warming,warming,9,27,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0007
6418,international,international,20,amod,international,1,treaty,treaty,21,36,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0008
6419,overall,overall,5,amod,"overall, worldwide",2,emissions,emission,9,16,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0011
6420,worldwide,worldwide,6,amod,"overall, worldwide",2,emissions,emission,9,16,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0011
6421,responsible,responsible,14,acl:relcl,responsible,1,Percentage,percentage,3,16,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0011
6422,next,next,11,amod,next,1,years,year,13,34,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0013
6423,own,own,17,amod,own,1,plan,plan,21,34,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0013
6424,global,global,18,amod,global,1,warming,warming,20,34,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0013
6425,global,global,13,amod,global,1,warming,warming,14,25,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0014
6426,substantive,substantive,20,amod,substantive,1,action,action,21,25,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0014
6427,environmental,environmental,10,amod,environmental,1,laws,law,11,20,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0016
6428,first,first,15,amod,first,1,years,year,17,20,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0016
6429,powerful,powerful,24,amod,powerful,1,officials,official,27,39,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0017
6430,more,more,30,advmod,more,1,,,,39,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0017
6431,other,other,33,amod,other,1,appointees,appointee,37,39,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0017
6432,high,high,34,amod,high,1,level,level,36,39,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0017
6433,Approximate,approximate,3,amod,Approximate,1,number,number,4,49,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0018
6434,injurious,injurious,11,amod,injurious,1,changes,change,7,49,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0018
6435,impossible,impossible,36,xcomp,impossible,1,,,,49,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0018
6436,widest,widest,46,amod,"widest, possible",2,audience,audience,48,49,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0018
6437,possible,possible,47,amod,"widest, possible",2,audience,audience,48,49,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0018
6438,criminal,criminal,6,amod,criminal,1,penalties,penalty,7,15,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0020
6439,environmental,environmental,9,amod,environmental,1,crimes,crime,10,15,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0020
6440,civil,civil,6,amod,civil,1,penalties,penalty,7,15,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0021
6441,environmental,environmental,9,amod,environmental,1,crimes,crime,10,15,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0021
6442,human,human,11,amod,human,1,life,life,12,20,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0022
6443,economic,economic,15,amod,economic,1,analyses,analysis,16,20,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0022
6444,human,human,10,amod,human,1,life,life,11,22,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0023
6445,corporate,corporate,18,amod,corporate,1,interests,interest,20,21,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0024
